monster1,monster2,m1_win_pct,m2_win_pct,balance
Giant Centipede,Homunculus,70.0,30.0,30.0
Giant Frog,Grimlock,70.0,30.0,30.0
Giant Goat,Giant Vulture,70.0,30.0,30.0
Giant Goat,Satyr,30.0,70.0,30.0
Giant Goat,Swarm of Rats,70.0,30.0,30.0
Giant Hyena,Veteran,30.0,70.0,30.0
Giant Octopus,Swarm of Quippers,70.0,30.0,30.0
Giant Rat,Giant Wolf Spider,30.0,70.0,30.0
Giant Rat (Diseased),Giant Wolf Spider,30.0,70.0,30.0
Giant Sea Horse,Grimlock,70.0,30.0,30.0
Giant Shark,Young Green Dragon,70.0,30.0,30.0
Giant Vulture,Swarm of Beetles,30.0,70.0,30.0
Giant Vulture,Swarm of Centipedes,30.0,70.0,30.0
Giant Vulture,Swarm of Insects,30.0,70.0,30.0
Giant Vulture,Swarm of Spiders,30.0,70.0,30.0
Giant Vulture,Swarm of Wasps,30.0,70.0,30.0
Gibbering Mouther,Manticore,70.0,30.0,30.0
Goblin,Skeleton,30.0,70.0,30.0
Gold Dragon Wyrmling,Silver Dragon Wyrmling,70.0,30.0,30.0
Green Dragon Wyrmling,White Dragon Wyrmling,70.0,30.0,30.0
Green Hag,"Werebear, Human Form",70.0,30.0,30.0
Guardian Naga,"Vampire, Bat Form",70.0,30.0,30.0
Half-Red Dragon Veteran,Unicorn,30.0,70.0,30.0
Hobgoblin,Skeleton,70.0,30.0,30.0
Hobgoblin,Swarm of Beetles,30.0,70.0,30.0
Hobgoblin,Swarm of Centipedes,30.0,70.0,30.0
Hobgoblin,Swarm of Insects,30.0,70.0,30.0
Hobgoblin,Swarm of Spiders,30.0,70.0,30.0
Hobgoblin,Swarm of Wasps,30.0,70.0,30.0
Horned Devil,Tyrannosaurus Rex,30.0,70.0,30.0
Hydra,Night Hag,70.0,30.0,30.0
Ice Devil,Treant,70.0,30.0,30.0
Knight,"Weretiger, Human Form",70.0,30.0,30.0
Lion,Worg,30.0,70.0,30.0
Mammoth,Young Gold Dragon,30.0,70.0,30.0
Mammoth,Young Red Dragon,30.0,70.0,30.0
Nalfeshnee,Planetar,70.0,30.0,30.0
Ochre Jelly,"Werewolf, Hybrid Form",30.0,70.0,30.0
Ochre Jelly,"Werewolf, Wolf Form",30.0,70.0,30.0
Ogre,Rhinoceros,70.0,30.0,30.0
Ogre,Troll,30.0,70.0,30.0
Ogre Zombie,Unicorn,70.0,30.0,30.0
Otyugh,"Vampire, Bat Form",30.0,70.0,30.0
Plesiosaurus,"Weretiger, Hybrid Form",70.0,30.0,30.0
Plesiosaurus,"Weretiger, Tiger Form",70.0,30.0,30.0
Quasit,Wolf,30.0,70.0,30.0
Remorhaz,Storm Giant,70.0,30.0,30.0
Roc,Storm Giant,30.0,70.0,30.0
Sprite,Weasel,70.0,30.0,30.0
Spy,Warhorse,30.0,70.0,30.0
"Vampire, Bat Form","Vampire, Vampire Form",30.0,70.0,30.0
Air Elemental,Otyugh,70.5,29.5,29.5
Ankheg,Black Pudding,70.5,29.5,29.5
Archmage,Mummy,29.5,70.5,29.5
Assassin,Veteran,70.5,29.5,29.5
Assassin,"Weretiger, Human Form",29.5,70.5,29.5
Azer,Basilisk,29.5,70.5,29.5
Bandit,Pseudodragon,70.5,29.5,29.5
Bandit Captain,Dire Wolf,70.5,29.5,29.5
Basilisk,Polar Bear,70.5,29.5,29.5
Bat,Commoner,29.5,70.5,29.5
Bearded Devil,Centaur,29.5,70.5,29.5
Berserker,Knight,29.5,70.5,29.5
Black Bear,Giant Owl,29.5,70.5,29.5
Blink Dog,Crocodile,29.5,70.5,29.5
Blink Dog,Giant Goat,29.5,70.5,29.5
Blood Hawk,Giant Weasel,29.5,70.5,29.5
Blue Dragon Wyrmling,Griffon,70.5,29.5,29.5
Chimera,Oni,70.5,29.5,29.5
Chimera,Wyvern,70.5,29.5,29.5
Clay Golem,Mummy Lord,70.5,29.5,29.5
Cloaker,Unicorn,70.5,29.5,29.5
Constrictor Snake,Swarm of Bats,29.5,70.5,29.5
Copper Dragon Wyrmling,Orc,70.5,29.5,29.5
Crocodile,Drow,70.5,29.5,29.5
Crocodile,Swarm of Rats,70.5,29.5,29.5
Cult Fanatic,Priest,70.5,29.5,29.5
Darkmantle,Giant Vulture,70.5,29.5,29.5
Death Dog,Harpy,70.5,29.5,29.5
Deep Gnome (Svirfneblin),Specter,29.5,70.5,29.5
Draft Horse,Grick,29.5,70.5,29.5
Dretch,Pseudodragon,70.5,29.5,29.5
Drow,Dust Mephit,70.5,29.5,29.5
Drow,Giant Frog,70.5,29.5,29.5
Drow,Giant Goat,29.5,70.5,29.5
Dryad,Mule,70.5,29.5,29.5
Duergar,Satyr,70.5,29.5,29.5
Elephant,Minotaur,70.5,29.5,29.5
Flying Sword,Giant Eagle,29.5,70.5,29.5
Flying Sword,Swarm of Rats,70.5,29.5,29.5
Gargoyle,Hell Hound,29.5,70.5,29.5
Gargoyle,Warhorse Skeleton,70.5,29.5,29.5
Gelatinous Cube,Owlbear,29.5,70.5,29.5
Gelatinous Cube,Vampire Spawn,29.5,70.5,29.5
Ghost,Manticore,70.5,29.5,29.5
Ghoul,Giant Spider,29.5,70.5,29.5
Giant Eagle,Rust Monster,70.5,29.5,29.5
Giant Goat,Mage,29.5,70.5,29.5
Giant Owl,Lion,29.5,70.5,29.5
Giant Owl,Swarm of Bats,70.5,29.5,29.5
Giant Owl,Swarm of Beetles,29.5,70.5,29.5
Giant Owl,Swarm of Centipedes,29.5,70.5,29.5
Giant Owl,Swarm of Insects,29.5,70.5,29.5
Giant Owl,Swarm of Spiders,29.5,70.5,29.5
Giant Owl,Swarm of Wasps,29.5,70.5,29.5
Giant Rat,Giant Weasel,29.5,70.5,29.5
Giant Rat (Diseased),Giant Weasel,29.5,70.5,29.5
Giant Spider,White Dragon Wyrmling,29.5,70.5,29.5
Giant Wasp,Swarm of Bats,29.5,70.5,29.5
Giant Wolf Spider,Sahuagin,29.5,70.5,29.5
Giant Wolf Spider,Wolf,29.5,70.5,29.5
Glabrezu,Young Bronze Dragon,70.5,29.5,29.5
Gladiator,Vrock,70.5,29.5,29.5
Gold Dragon Wyrmling,Vampire Spawn,70.5,29.5,29.5
Gorgon,Marilith,29.5,70.5,29.5
Gray Ooze,Hobgoblin,29.5,70.5,29.5
Griffon,Polar Bear,70.5,29.5,29.5
Guardian Naga,Xorn,70.5,29.5,29.5
Half-Red Dragon Veteran,Saber-Toothed Tiger,70.5,29.5,29.5
Hobgoblin,Spy,29.5,70.5,29.5
Hunter Shark,Knight,29.5,70.5,29.5
Hydra,Young White Dragon,29.5,70.5,29.5
Hyena,Lemure,29.5,70.5,29.5
Killer Whale,Shield Guardian,29.5,70.5,29.5
Kraken,Storm Giant,70.5,29.5,29.5
Lemure,Pseudodragon,29.5,70.5,29.5
Mummy,Pegasus,29.5,70.5,29.5
Panther,Swarm of Bats,29.5,70.5,29.5
Priest,Swarm of Rats,29.5,70.5,29.5
Reef Shark,Satyr,29.5,70.5,29.5
Reef Shark,Specter,29.5,70.5,29.5
Saber-Toothed Tiger,Vampire Spawn,29.5,70.5,29.5
Specter,Swarm of Poisonous Snakes,29.5,70.5,29.5
Stone Golem,Young Silver Dragon,70.5,29.5,29.5
Swarm of Poisonous Snakes,Warhorse Skeleton,70.5,29.5,29.5
Swarm of Rats,Warhorse,29.5,70.5,29.5
Swarm of Rats,Wolf,70.5,29.5,29.5
Troll,"Weretiger, Human Form",70.5,29.5,29.5
Tyrannosaurus Rex,Young Silver Dragon,70.5,29.5,29.5
Water Elemental,Wraith,70.5,29.5,29.5
Wolf,Zombie,70.5,29.5,29.5
Animated Armor,Green Dragon Wyrmling,29.0,71.0,29.0
Ape,Swarm of Beetles,29.0,71.0,29.0
Ape,Swarm of Centipedes,29.0,71.0,29.0
Ape,Swarm of Insects,29.0,71.0,29.0
Ape,Swarm of Spiders,29.0,71.0,29.0
Ape,Swarm of Wasps,29.0,71.0,29.0
Archmage,Giant Boar,71.0,29.0,29.0
Archmage,Swarm of Quippers,71.0,29.0,29.0
Axe Beak,Swarm of Ravens,29.0,71.0,29.0
Axe Beak,Thug,29.0,71.0,29.0
Basilisk,Dire Wolf,71.0,29.0,29.0
Bearded Devil,Polar Bear,29.0,71.0,29.0
Black Bear,Dust Mephit,71.0,29.0,29.0
Blink Dog,Magmin,71.0,29.0,29.0
Blue Dragon Wyrmling,Doppelganger,71.0,29.0,29.0
Blue Dragon Wyrmling,Gelatinous Cube,71.0,29.0,29.0
Blue Dragon Wyrmling,Unicorn,29.0,71.0,29.0
Bronze Dragon Wyrmling,Giant Elk,29.0,71.0,29.0
Brown Bear,Bugbear,29.0,71.0,29.0
Cat,Deer,29.0,71.0,29.0
Chain Devil,Deva,29.0,71.0,29.0
Clay Golem,Giant Crocodile,71.0,29.0,29.0
Copper Dragon Wyrmling,Ettercap,29.0,71.0,29.0
Couatl,"Werebear, Bear Form",29.0,71.0,29.0
Couatl,"Werebear, Hybrid Form",29.0,71.0,29.0
Crocodile,Swarm of Bats,71.0,29.0,29.0
Cult Fanatic,Orc,29.0,71.0,29.0
Cultist,Pony,29.0,71.0,29.0
Darkmantle,Lion,29.0,71.0,29.0
Darkmantle,Satyr,29.0,71.0,29.0
Death Dog,Orc,71.0,29.0,29.0
Deva,Wraith,71.0,29.0,29.0
Draft Horse,Giant Owl,71.0,29.0,29.0
Dretch,Violet Fungus,71.0,29.0,29.0
Drow,Gray Ooze,71.0,29.0,29.0
Drow,Zombie,71.0,29.0,29.0
Dryad,Grimlock,29.0,71.0,29.0
Dryad,Imp,29.0,71.0,29.0
Duergar,Harpy,71.0,29.0,29.0
Duergar,Tiger,29.0,71.0,29.0
Dust Mephit,Ice Mephit,71.0,29.0,29.0
Eagle,Vulture,71.0,29.0,29.0
Elephant,Wraith,71.0,29.0,29.0
Elk,Swarm of Rats,29.0,71.0,29.0
Ettercap,Giant Spider,71.0,29.0,29.0
Ettin,Green Hag,29.0,71.0,29.0
Flying Sword,Riding Horse,71.0,29.0,29.0
Gargoyle,Mimic,29.0,71.0,29.0
Ghast,Swarm of Poisonous Snakes,71.0,29.0,29.0
Giant Centipede,Mule,29.0,71.0,29.0
Giant Eagle,Giant Toad,29.0,71.0,29.0
Giant Elk,Medusa,29.0,71.0,29.0
Giant Elk,Ogre,29.0,71.0,29.0
Giant Goat,Harpy,29.0,71.0,29.0
Giant Hyena,Hunter Shark,29.0,71.0,29.0
Giant Octopus,Sea Hag,29.0,71.0,29.0
Giant Poisonous Snake,Rust Monster,29.0,71.0,29.0
Giant Spider,Satyr,71.0,29.0,29.0
Giant Spider,Swarm of Beetles,71.0,29.0,29.0
Giant Spider,Swarm of Centipedes,71.0,29.0,29.0
Giant Spider,Swarm of Insects,71.0,29.0,29.0
Giant Spider,Swarm of Poisonous Snakes,29.0,71.0,29.0
Giant Spider,Swarm of Spiders,71.0,29.0,29.0
Giant Spider,Swarm of Wasps,71.0,29.0,29.0
Giant Weasel,Scout,29.0,71.0,29.0
Gibbering Mouther,Gold Dragon Wyrmling,29.0,71.0,29.0
Gibbering Mouther,Succubus/Incubus,71.0,29.0,29.0
Gold Dragon Wyrmling,Ogre,71.0,29.0,29.0
Gray Ooze,Priest,29.0,71.0,29.0
Green Dragon Wyrmling,Mummy,29.0,71.0,29.0
Green Dragon Wyrmling,Swarm of Poisonous Snakes,71.0,29.0,29.0
Green Hag,"Werebear, Bear Form",29.0,71.0,29.0
Green Hag,"Werebear, Hybrid Form",29.0,71.0,29.0
Hell Hound,Saber-Toothed Tiger,29.0,71.0,29.0
Hill Giant,Young White Dragon,29.0,71.0,29.0
Hobgoblin,Orc,29.0,71.0,29.0
Horned Devil,Marilith,71.0,29.0,29.0
Mage,Orc,71.0,29.0,29.0
Manticore,"Wereboar, Boar Form",29.0,71.0,29.0
Manticore,"Wereboar, Hybrid Form",29.0,71.0,29.0
Mastiff,Pseudodragon,29.0,71.0,29.0
Otyugh,Wyvern,71.0,29.0,29.0
Phase Spider,Swarm of Beetles,71.0,29.0,29.0
Phase Spider,Swarm of Centipedes,71.0,29.0,29.0
Phase Spider,Swarm of Insects,71.0,29.0,29.0
Phase Spider,Swarm of Spiders,71.0,29.0,29.0
Phase Spider,Swarm of Wasps,71.0,29.0,29.0
Phase Spider,Tiger,29.0,71.0,29.0
Red Dragon Wyrmling,Vrock,29.0,71.0,29.0
Rhinoceros,Saber-Toothed Tiger,71.0,29.0,29.0
Swarm of Bats,Wolf,71.0,29.0,29.0
Unicorn,"Weretiger, Human Form",71.0,29.0,29.0
"Vampire, Vampire Form",Young Brass Dragon,29.0,71.0,29.0
Warhorse,White Dragon Wyrmling,29.0,71.0,29.0
Young Green Dragon,Young White Dragon,71.0,29.0,29.0
Ankheg,Sea Hag,28.5,71.5,28.5
Awakened Tree,Unicorn,71.5,28.5,28.5
Barbed Devil,Minotaur Skeleton,28.5,71.5,28.5
Behir,Young Gold Dragon,71.5,28.5,28.5
Behir,Young Red Dragon,71.5,28.5,28.5
Black Bear,Gnoll,28.5,71.5,28.5
Blink Dog,Elk,71.5,28.5,28.5
Blink Dog,Reef Shark,28.5,71.5,28.5
Blue Dragon Wyrmling,Knight,28.5,71.5,28.5
Brass Dragon Wyrmling,Warhorse Skeleton,28.5,71.5,28.5
Bronze Dragon Wyrmling,Saber-Toothed Tiger,28.5,71.5,28.5
Bronze Dragon Wyrmling,"Werewolf, Hybrid Form",71.5,28.5,28.5
Bronze Dragon Wyrmling,"Werewolf, Wolf Form",71.5,28.5,28.5
Bulette,Young Green Dragon,71.5,28.5,28.5
Chain Devil,Ettin,71.5,28.5,28.5
Chain Devil,Lamia,71.5,28.5,28.5
Chimera,Water Elemental,28.5,71.5,28.5
Cloaker,Fire Elemental,28.5,71.5,28.5
Copper Dragon Wyrmling,Swarm of Poisonous Snakes,28.5,71.5,28.5
Crocodile,Scout,71.5,28.5,28.5
Darkmantle,Giant Lizard,71.5,28.5,28.5
Death Dog,"Wererat, Human Form",71.5,28.5,28.5
Death Dog,Worg,28.5,71.5,28.5
Deep Gnome (Svirfneblin),Drow,71.5,28.5,28.5
Deep Gnome (Svirfneblin),Harpy,28.5,71.5,28.5
Djinni,Treant,28.5,71.5,28.5
Doppelganger,Swarm of Quippers,71.5,28.5,28.5
Dryad,Giant Rat,71.5,28.5,28.5
Dryad,Giant Rat (Diseased),71.5,28.5,28.5
Efreeti,Giant Ape,71.5,28.5,28.5
Elk,Magma Mephit,71.5,28.5,28.5
Fire Elemental,Oni,28.5,71.5,28.5
Flesh Golem,Vrock,28.5,71.5,28.5
Flying Snake,Homunculus,71.5,28.5,28.5
Frost Giant,Marilith,71.5,28.5,28.5
Frost Giant,Young Blue Dragon,71.5,28.5,28.5
Gargoyle,Worg,71.5,28.5,28.5
Ghost,Hunter Shark,71.5,28.5,28.5
Ghost,Succubus/Incubus,71.5,28.5,28.5
Giant Constrictor Snake,Sea Hag,71.5,28.5,28.5
Giant Owl,Specter,28.5,71.5,28.5
Giant Owl,Swarm of Rats,71.5,28.5,28.5
Giant Poisonous Snake,Orc,28.5,71.5,28.5
Giant Scorpion,Tiger,71.5,28.5,28.5
Goblin,Steam Mephit,71.5,28.5,28.5
Gold Dragon Wyrmling,"Weretiger, Human Form",71.5,28.5,28.5
Harpy,Warhorse Skeleton,28.5,71.5,28.5
Hawk,Vulture,28.5,71.5,28.5
Hobgoblin,Priest,71.5,28.5,28.5
Hobgoblin,Rust Monster,28.5,71.5,28.5
Hunter Shark,"Weretiger, Human Form",28.5,71.5,28.5
Hydra,Lich,28.5,71.5,28.5
Invisible Stalker,Rakshasa,28.5,71.5,28.5
Lamia,Otyugh,28.5,71.5,28.5
Lion,Orc,71.5,28.5,28.5
Lion,Rust Monster,71.5,28.5,28.5
Mage,Swarm of Ravens,71.5,28.5,28.5
Medusa,Unicorn,28.5,71.5,28.5
Minotaur,"Werebear, Human Form",71.5,28.5,28.5
Otyugh,Water Elemental,28.5,71.5,28.5
Owlbear,Pegasus,71.5,28.5,28.5
Pegasus,Veteran,71.5,28.5,28.5
Quipper,Vulture,28.5,71.5,28.5
Red Dragon Wyrmling,Wraith,28.5,71.5,28.5
Shambling Mound,Triceratops,28.5,71.5,28.5
Swarm of Beetles,Swarm of Ravens,71.5,28.5,28.5
Swarm of Beetles,Worg,28.5,71.5,28.5
Swarm of Centipedes,Swarm of Ravens,71.5,28.5,28.5
Swarm of Centipedes,Worg,28.5,71.5,28.5
Swarm of Insects,Swarm of Ravens,71.5,28.5,28.5
Swarm of Insects,Worg,28.5,71.5,28.5
Swarm of Poisonous Snakes,Wight,71.5,28.5,28.5
Swarm of Quippers,White Dragon Wyrmling,71.5,28.5,28.5
Swarm of Spiders,Worg,28.5,71.5,28.5
Swarm of Wasps,Worg,28.5,71.5,28.5
Triceratops,Young Bronze Dragon,28.5,71.5,28.5
Troll,Unicorn,71.5,28.5,28.5
"Wereboar, Boar Form","Wereboar, Human Form",71.5,28.5,28.5
"Werewolf, Hybrid Form",Worg,71.5,28.5,28.5
"Werewolf, Wolf Form",Worg,71.5,28.5,28.5
Wight,Will-o'-Wisp,28.5,71.5,28.5
Young Black Dragon,Young Copper Dragon,71.5,28.5,28.5
Adult Black Dragon,Fire Giant,28.0,72.0,28.0
Adult Green Dragon,Behir,72.0,28.0,28.0
Air Elemental,Chimera,72.0,28.0,28.0
Animated Armor,Phase Spider,72.0,28.0,28.0
Ankheg,Black Dragon Wyrmling,72.0,28.0,28.0
Ankheg,Manticore,28.0,72.0,28.0
Ape,Blink Dog,72.0,28.0,28.0
Ape,Drow,72.0,28.0,28.0
Assassin,Gelatinous Cube,72.0,28.0,28.0
Assassin,Giant Elk,72.0,28.0,28.0
Assassin,Sea Hag,72.0,28.0,28.0
Axe Beak,Priest,72.0,28.0,28.0
Baboon,Raven,72.0,28.0,28.0
Baboon,Spider,72.0,28.0,28.0
Baboon,Stirge,28.0,72.0,28.0
Badger,Crab,72.0,28.0,28.0
Bandit Captain,Merrow,72.0,28.0,28.0
Basilisk,Giant Hyena,72.0,28.0,28.0
Basilisk,Will-o'-Wisp,72.0,28.0,28.0
Bat,Goat,28.0,72.0,28.0
Bat,Rat,72.0,28.0,28.0
Black Dragon Wyrmling,Warhorse Skeleton,72.0,28.0,28.0
Black Pudding,Doppelganger,28.0,72.0,28.0
Blink Dog,Cockatrice,72.0,28.0,28.0
Bronze Dragon Wyrmling,Gibbering Mouther,28.0,72.0,28.0
Bronze Dragon Wyrmling,Mummy,28.0,72.0,28.0
Bronze Dragon Wyrmling,White Dragon Wyrmling,72.0,28.0,28.0
Brown Bear,Gargoyle,28.0,72.0,28.0
Cat,Goat,28.0,72.0,28.0
Centaur,Veteran,28.0,72.0,28.0
Crocodile,Warhorse,28.0,72.0,28.0
Cult Fanatic,Ghoul,28.0,72.0,28.0
Cult Fanatic,Giant Goat,28.0,72.0,28.0
Cult Fanatic,Spy,28.0,72.0,28.0
Deep Gnome (Svirfneblin),Warhorse,28.0,72.0,28.0
Deer,Flying Snake,28.0,72.0,28.0
Doppelganger,Will-o'-Wisp,72.0,28.0,28.0
Dretch,Steam Mephit,72.0,28.0,28.0
Drider,Gibbering Mouther,72.0,28.0,28.0
Drider,Griffon,72.0,28.0,28.0
Drow,Ghoul,28.0,72.0,28.0
Elephant,Mummy Lord,28.0,72.0,28.0
Erinyes,Giant Crocodile,28.0,72.0,28.0
Flying Sword,Satyr,28.0,72.0,28.0
Gelatinous Cube,Green Dragon Wyrmling,72.0,28.0,28.0
Gelatinous Cube,Ogre,28.0,72.0,28.0
Ghoul,Giant Owl,72.0,28.0,28.0
Giant Boar,"Werewolf, Hybrid Form",72.0,28.0,28.0
Giant Boar,"Werewolf, Wolf Form",72.0,28.0,28.0
Giant Crab,Scout,28.0,72.0,28.0
Giant Elk,Vampire Spawn,28.0,72.0,28.0
Giant Goat,Giant Lizard,72.0,28.0,28.0
Giant Owl,Harpy,28.0,72.0,28.0
Giant Scorpion,Swarm of Poisonous Snakes,72.0,28.0,28.0
Giant Spider,Will-o'-Wisp,28.0,72.0,28.0
Giant Toad,Satyr,72.0,28.0,28.0
Giant Weasel,Priest,28.0,72.0,28.0
Giant Weasel,Riding Horse,28.0,72.0,28.0
Giant Wolf Spider,Gray Ooze,28.0,72.0,28.0
Giant Wolf Spider,Zombie,28.0,72.0,28.0
Goblin,Hobgoblin,28.0,72.0,28.0
Gray Ooze,Grimlock,72.0,28.0,28.0
Grimlock,Priest,28.0,72.0,28.0
Hydra,Young Black Dragon,28.0,72.0,28.0
Jackal,Raven,72.0,28.0,28.0
Jackal,Spider,72.0,28.0,28.0
Jackal,Stirge,28.0,72.0,28.0
Killer Whale,Mummy Lord,28.0,72.0,28.0
Knight,Pegasus,72.0,28.0,28.0
Kobold,Stirge,72.0,28.0,28.0
Mage,Rust Monster,72.0,28.0,28.0
Manticore,Ogre,28.0,72.0,28.0
Noble,Quasit,72.0,28.0,28.0
Ogre Zombie,Spirit Naga,72.0,28.0,28.0
Riding Horse,Skeleton,72.0,28.0,28.0
Riding Horse,Swarm of Ravens,28.0,72.0,28.0
Swarm of Quippers,"Werewolf, Hybrid Form",72.0,28.0,28.0
Swarm of Quippers,"Werewolf, Wolf Form",72.0,28.0,28.0
Swarm of Rats,Swarm of Spiders,28.0,72.0,28.0
Swarm of Rats,Swarm of Wasps,28.0,72.0,28.0
Swarm of Rats,"Wererat, Human Form",28.0,72.0,28.0
Swarm of Ravens,Warhorse Skeleton,28.0,72.0,28.0
Unicorn,"Weretiger, Hybrid Form",28.0,72.0,28.0
Unicorn,"Weretiger, Tiger Form",28.0,72.0,28.0
Wyvern,Xorn,28.0,72.0,28.0
Adult Black Dragon,Adult Copper Dragon,72.5,27.5,27.5
Archmage,Saber-Toothed Tiger,27.5,72.5,27.5
Assassin,Spirit Naga,27.5,72.5,27.5
Awakened Tree,Spirit Naga,72.5,27.5,27.5
Badger,Raven,72.5,27.5,27.5
Badger,Spider,72.5,27.5,27.5
Bandit,Magma Mephit,27.5,72.5,27.5
Bandit,Wolf,27.5,72.5,27.5
Bandit Captain,Silver Dragon Wyrmling,27.5,72.5,27.5
Basilisk,Bugbear,72.5,27.5,27.5
Basilisk,Green Dragon Wyrmling,72.5,27.5,27.5
Basilisk,Mimic,72.5,27.5,27.5
Berserker,Giant Elk,72.5,27.5,27.5
Black Bear,Shadow,27.5,72.5,27.5
Blood Hawk,Dretch,27.5,72.5,27.5
Blue Dragon Wyrmling,"Weretiger, Human Form",27.5,72.5,27.5
Bone Devil,Triceratops,27.5,72.5,27.5
Bugbear,Gibbering Mouther,27.5,72.5,27.5
Centaur,Manticore,27.5,72.5,27.5
Chimera,Salamander,72.5,27.5,27.5
Clay Golem,Djinni,27.5,72.5,27.5
Commoner,Homunculus,27.5,72.5,27.5
Constrictor Snake,Giant Wolf Spider,72.5,27.5,27.5
Couatl,Minotaur,72.5,27.5,27.5
Cultist,Imp,27.5,72.5,27.5
Darkmantle,Warhorse,27.5,72.5,27.5
Draft Horse,Reef Shark,72.5,27.5,27.5
Drow,Giant Bat,27.5,72.5,27.5
Drow,Lizardfolk,27.5,72.5,27.5
Duergar,White Dragon Wyrmling,27.5,72.5,27.5
Eagle,Sprite,72.5,27.5,27.5
Earth Elemental,Giant Shark,27.5,72.5,27.5
Efreeti,Stone Giant,72.5,27.5,27.5
Ettin,Minotaur Skeleton,72.5,27.5,27.5
Flesh Golem,Salamander,27.5,72.5,27.5
Flesh Golem,"Weretiger, Hybrid Form",72.5,27.5,27.5
Flesh Golem,"Weretiger, Tiger Form",72.5,27.5,27.5
Flying Snake,Giant Rat,27.5,72.5,27.5
Flying Snake,Giant Rat (Diseased),27.5,72.5,27.5
Flying Sword,Scout,72.5,27.5,27.5
Frost Giant,Ice Devil,72.5,27.5,27.5
Gargoyle,Grick,72.5,27.5,27.5
Ghast,Griffon,27.5,72.5,27.5
Ghoul,Shadow,72.5,27.5,27.5
Giant Ape,Horned Devil,27.5,72.5,27.5
Giant Boar,Saber-Toothed Tiger,27.5,72.5,27.5
Giant Crocodile,Young Black Dragon,27.5,72.5,27.5
Giant Octopus,Giant Scorpion,72.5,27.5,27.5
Giant Poisonous Snake,Giant Sea Horse,72.5,27.5,27.5
Giant Poisonous Snake,Spy,27.5,72.5,27.5
Giant Vulture,"Wererat, Human Form",27.5,72.5,27.5
Giant Wasp,Giant Wolf Spider,72.5,27.5,27.5
Gibbering Mouther,Hunter Shark,72.5,27.5,27.5
Gladiator,Lamia,72.5,27.5,27.5
Green Hag,Salamander,72.5,27.5,27.5
Griffon,Swarm of Quippers,72.5,27.5,27.5
Hunter Shark,Unicorn,27.5,72.5,27.5
Invisible Stalker,Plesiosaurus,72.5,27.5,27.5
Knight,Red Dragon Wyrmling,27.5,72.5,27.5
Knight,Rhinoceros,72.5,27.5,27.5
Lamia,Minotaur Skeleton,72.5,27.5,27.5
Lion,Swarm of Ravens,72.5,27.5,27.5
Magma Mephit,Riding Horse,27.5,72.5,27.5
Ogre Zombie,Red Dragon Wyrmling,27.5,72.5,27.5
Phase Spider,Satyr,72.5,27.5,27.5
Phase Spider,Will-o'-Wisp,27.5,72.5,27.5
Polar Bear,Will-o'-Wisp,72.5,27.5,27.5
Satyr,Swarm of Ravens,72.5,27.5,27.5
Scout,Wolf,72.5,27.5,27.5
Shambling Mound,"Werebear, Bear Form",72.5,27.5,27.5
Shambling Mound,"Werebear, Hybrid Form",72.5,27.5,27.5
Adult Brass Dragon,Androsphinx,27.0,73.0,27.0
Adult White Dragon,Stone Golem,73.0,27.0,27.0
Androsphinx,Stone Golem,73.0,27.0,27.0
Archmage,Bronze Dragon Wyrmling,73.0,27.0,27.0
Awakened Tree,Invisible Stalker,27.0,73.0,27.0
Axe Beak,Wolf,73.0,27.0,27.0
Bearded Devil,Giant Octopus,27.0,73.0,27.0
Bearded Devil,Warhorse Skeleton,73.0,27.0,27.0
Black Dragon Wyrmling,Giant Octopus,27.0,73.0,27.0
Black Pudding,Gargoyle,73.0,27.0,27.0
Blink Dog,Flying Sword,27.0,73.0,27.0
Bone Devil,"Vampire, Vampire Form",73.0,27.0,27.0
Brass Dragon Wyrmling,Brown Bear,27.0,73.0,27.0
Brass Dragon Wyrmling,Giant Lizard,73.0,27.0,27.0
Brown Bear,Green Dragon Wyrmling,27.0,73.0,27.0
Brown Bear,"Werewolf, Hybrid Form",27.0,73.0,27.0
Brown Bear,"Werewolf, Wolf Form",27.0,73.0,27.0
Bugbear,Ettercap,73.0,27.0,27.0
Bulette,Giant Shark,73.0,27.0,27.0
Clay Golem,Shield Guardian,73.0,27.0,27.0
Crab,Deer,27.0,73.0,27.0
Crocodile,Giant Lizard,73.0,27.0,27.0
Cult Fanatic,Swarm of Ravens,27.0,73.0,27.0
Darkmantle,Giant Eagle,27.0,73.0,27.0
Darkmantle,Hobgoblin,73.0,27.0,27.0
Deep Gnome (Svirfneblin),Riding Horse,73.0,27.0,27.0
Deva,Guardian Naga,27.0,73.0,27.0
Dire Wolf,Saber-Toothed Tiger,27.0,73.0,27.0
Doppelganger,Ghost,27.0,73.0,27.0
Doppelganger,Giant Boar,73.0,27.0,27.0
Doppelganger,Green Dragon Wyrmling,73.0,27.0,27.0
Draft Horse,Giant Goat,73.0,27.0,27.0
Duergar,"Wererat, Human Form",73.0,27.0,27.0
Earth Elemental,Hydra,73.0,27.0,27.0
Elk,Noble,73.0,27.0,27.0
Erinyes,Hill Giant,27.0,73.0,27.0
Erinyes,Shambling Mound,27.0,73.0,27.0
Ettin,Otyugh,27.0,73.0,27.0
Fire Elemental,Nightmare,73.0,27.0,27.0
Fire Elemental,Salamander,27.0,73.0,27.0
Fire Elemental,Vrock,27.0,73.0,27.0
